place,avg_car_access,avg_no_car_access,attr_conc,land_area_km2,attr_dens,pci
Duncan-OK,80238.6143209423,6060.78642101391,59.405806886893004,2253.8302,27.471457255298116,0.07553453499049326
Durango-CO,118074.23684980295,10478.480414820511,117.12689193716568,4376.255277,31.776802585275693,0.08874484980283824
Durant-OK,102943.57510006474,7967.061647039392,226.83008031330226,2342.00481,42.16344884449661,0.07739250982195955
Durham-Chapel-Hill-NC,1459773.898867329,20839.809538087175,86.13191500182084,4553.650655,336.4773268932287,0.014276052993040394
Dyersburg-TN,92329.68739587636,5116.30154412203,251.50028910446707,1326.982067,52.10341700872436,0.05541339615052714
Eagle-Pass-TX,131955.5325634613,11053.105230271629,181.11692925666244,3313.818749,34.688740907959655,0.08376386359515366
East-Stroudsburg-PA,226349.85063332127,3725.1294504358943,20.84889481766284,1575.63462,206.34809357006893,0.01645739743151177
Easton-MD,121169.0045020579,9375.634241794538,77.52078263621678,695.561637,153.96622571350926,0.07737650631300932
Eau-Claire-WI,428744.36808246415,12648.372764875628,122.75791983650342,4263.839734,95.14332744852646,0.029500965392139814
Edwards-CO,106531.00360825137,7045.994814888523,445.75392877155326,4362.754228,43.966400575338575,0.06614032137347456
Effingham-IL,98457.38839462167,6920.194720430974,195.74468958309845,2135.995884,50.37013451473486,0.07028619013023706
El-Campo-TX,60794.22480189485,5436.156359156568,134.87646245514551,2813.09508,27.777411633025928,0.08941896005534941
El-Centro-CA,293977.1442040199,15733.13701705942,472.74146741883237,10814.595262,24.142401419072172,0.053518232036911806
El-Dorado-AR,90254.51546062043,6158.933725017906,71.99084226658734,2691.171273,33.19602914028282,0.0682396187446727
El-Paso-TX,1864164.3737798578,22500.25692251057,260.8950050861622,14461.869807,107.21532697310639,0.012069888921269376
Elizabeth-City-NC,105480.51227384646,6563.634884153227,16.237075563607096,587.610259,158.33453990121708,0.0622260429216806
Elizabethtown-KY,271663.6100873079,5461.168844915283,108.27912662812221,2292.007842,116.19859894004672,0.02010268818543698
Elk-City-OK,54011.72298673307,5516.143904755896,139.07596297700908,2335.328724,18.746782647803375,0.10212864170452088
Elkhart-Goshen-IN,532127.4105995974,9208.057834026687,29.603693057250666,1199.580231,422.728623643015,0.017304235133557794
Elkins-WV,57280.546044912764,6361.5693867144755,58.77784051509017,2692.81085,23.8952914201159,0.11105985934083921
Elko-NV,87218.64196186127,8068.090199311774,3516.4909145111665,55294.001731,1.8239211640104254,0.0925041942620451
Ellensburg-WA,75546.23009976195,9774.898174524591,815.3825612812406,5949.92685,15.558510605890895,0.12938962224344525
Elmira-NY,228422.5582023236,12016.316887033501,42.914249317958195,1054.98844,175.16514209387924,0.05260564885360463
Emporia-KS,94452.38352933878,15669.486245103542,1132.902658767731,4197.156992,16.604263346077857,0.16589826174409128
Enid-OK,158476.9727780665,8518.651783425592,88.89501698293608,2741.521323,36.10798105763995,0.05375324650701928
Enterprise-AL,85271.18358320142,3089.0104927046814,57.1209433921518,1758.565928,57.23282726992536,0.03622572553705262
Erie-PA,627616.0241152351,20350.580547439215,33.95530157057379,2069.174742,311.4012494552285,0.032425208671381364
Escanaba-MI,151664.07308820068,11108.743919478155,9.25514820714356,3033.137846,288.24130138132864,0.07324571794282377
Española-NM,36287.77748452881,1548.2015580679758,309.22498222035483,15179.593238,4.248486701116438,0.0426645461747567
Eufaula-AL-GA,28566.988377525562,2360.1562492285057,93.36358521193421,2683.863225,17.359193108657763,0.08261830816878497
Eugene-Springfield-OR,864498.3771898771,24145.255428724406,132.19035309302546,11795.04483,63.9476501252094,0.02792978687503213
Eureka-Arcata-CA,236247.7942984598,14423.24570999431,55.37040149710433,9241.565229,30.500428554622715,0.06105134548588816
Evanston-WY-UT,31161.168320545625,4711.185291182405,129.8046261079743,8056.332772,6.051723703550114,0.15118769754458017
Evansville-IN,753750.7305723481,13592.856839170425,53.76899372292569,2661.547587,207.1519602703989,0.01803362343522893
Fairmont-MN,49387.3125374848,7305.198887790708,168.871749349394,1844.928074,26.957419479324376,0.14791650957411556
Fairmont-WV,126206.08084745788,6625.775543057376,32.16669715685744,799.667746,156.96168893624477,0.05249965372956779
Fallon-NV,50801.48599090093,6858.672452283194,1141.3202443609048,12820.847811,3.124738752894943,0.1350092879864115
Fargo-ND-MN,856602.9945889409,28192.80741543683,300.1412582214118,7278.152547,78.2017958986866,0.03291233814675811
Faribault-Northfield-MN,137444.20884661496,9120.664820469363,74.14068669637405,1284.218948,102.43588151761175,0.06635903321796444
Farmington-MO,22765.86651429023,872.7406613024581,2.3284898472705304,1170.380017,27.53772239089759,0.03833549057992742
Farmington-NM,220100.103623128,6931.692805917256,514.6042183326053,14289.56322,18.684112025643845,0.03149336457281376
Fayetteville-NC,781611.1744059796,5901.829626937451,35.185995595042485,2700.603455,269.1560283144198,0.007550851139535986
Fayetteville-Springdale-Rogers-AR,915734.9586949599,9078.63085377778,90.63459166879349,6794.625128,189.58750125765584,0.009914037645473312
Fayetteville-TN,50915.01899142863,2506.393690957808,138.8464461272227,1477.179214,36.160473620095225,0.049227001002980095
Fergus-Falls-MN,40575.456222277964,5570.53829048148,302.0327844451578,5106.508611,26.3771218773335,0.13728837107746367
Findlay-OH,237085.0863793499,12652.22382047239,120.30640825302943,1376.12498,156.31087519390863,0.053365751569156475
Fitzgerald-GA,39548.67690114506,3900.9029670106524,56.62461610681784,647.802123,33.47951361993298,0.09863548600529058
Flagstaff-AZ,193549.7881215553,13036.529456802155,569.3602261737474,48216.1355,5.535899906370555,0.06735491463630437
Flint-MI,1460459.0780698373,10300.401006907758,1.6541477912505944,1649.674148,7556.160903116727,0.007052851505104072
Florence-Muscle-Shoals-AL,268451.21462230664,6119.094028370215,64.2689074189631,3265.892717,89.26346492722223,0.022794063483673865
Florence-SC,340174.3994271277,5588.002053756088,36.29636238162425,3525.216739,105.75420679119838,0.016426874165623835
Fond-du-Lac-WI,204334.28410521097,13457.52440028153,100.07941089559064,1863.667254,122.64678660281918,0.06586033498594049
Forest-City-NC,110079.60038303601,1900.0625285111512,39.173492276898706,1464.47609,74.99528380828669,0.017260805107391752
Forrest-City-AR,44819.42928226555,3557.3953872382385,207.30686644351945,1644.082981,26.89876393775528,0.07937172436610773
Fort-Collins-Loveland-CO,882496.1134774195,17144.56447832642,214.25419600683566,6723.017943,116.94413233250536,0.01942735408858557
Fort-Dodge-IA,103898.37146642544,11660.26195839797,239.81797984969455,1853.670894,40.80745953601837,0.1122275719419333
Fort-Leonard-Wood-MO,14736.712356975298,338.94790961747856,9.6704821055928,1417.014582,15.506262447199008,0.02300023922615583
Fort-Madison-IA,66353.04934302435,7184.327314507701,60.39537607501696,1340.448559,65.86944303619487,0.10827425997209252
Fort-Morgan-CO,58240.06642103624,7800.518747932714,29.050750544813727,3316.441488,13.414619302338194,0.13393732574994416
Fort-Payne-AL,69761.88612090892,1454.4172089442284,54.227802624593934,2012.620262,60.78399502866577,0.02084830685947169
Fort-Smith-AR-OK,391287.5370930374,8110.452793835713,121.38047523644494,4662.010269,105.233401835735,0.020727603168989434
Fort-Wayne-IN,1067494.4320010056,11738.880585145958,40.178942566282046,3524.859558,247.60997867819162,0.01099666680522311
Frankfort-IN,63594.354076898075,8151.935285152344,85.87754884688749,1049.119194,55.64448761767674,0.12818646251670474
Frankfort-KY,240952.53902069072,7890.699331162357,67.33025512297996,1061.924384,171.3057000487899,0.03274794016793813
Franklin-KY,53771.93304229803,3460.194119679009,39.72918883819588,606.589242,66.64707713362316,0.06434944633582643
Fredericksburg-TX,56697.573695198866,5088.757738427279,16.634456323044596,2740.731305,22.429196137488567,0.0897526544219333
Freeport-IL,93966.88454269919,9852.65724487871,65.18277851466654,1461.392061,57.03924513108464,0.10485244129171481
Fremont-NE,105805.38301903308,14401.218057582586,276.4779939457852,1370.277207,49.26068948324848,0.13611044775474218
Fremont-OH,137991.72759822168,7524.900095889046,37.99485887582659,1057.351022,119.66754404858371,0.054531530453757575
Fresno-CA,1793956.0811932376,20241.853720886866,85.61091053436868,20966.730849,92.95996185752344,0.011283360798567118
Gadsden-AL,224575.73558871014,4951.525138863961,28.958128006050938,1385.916768,139.63710120866364,0.02204835320202279
Gaffney-SC,126064.8342367749,3203.3052640542314,47.93230722035634,1017.770812,96.18275435472009,0.02540998275568098
Gainesville-FL,681019.1861290043,15612.808888247384,57.60166555779144,6069.800012,126.64069631294468,0.022925652031908945
Gainesville-GA,480773.7258623318,5947.442151529735,31.497057521126173,1017.835152,342.9268475490813,0.012370564012960992
Gainesville-TX,68769.65511849528,5783.093333465387,107.70688528608545,2265.789885,35.07399363290917,0.0840936794506339
Galesburg-IL,116593.71107135357,11296.106756996525,189.29508679531995,1855.428897,51.86051600014506,0.09688435725391295
Gallipolis-OH,53886.58249290178,2050.6842940062934,118.3861920349638,1208.30587,60.201892423149445,0.03805556409661756
Gallup-NM,70787.60565752293,3875.6207953275457,749.3970317657665,14118.189398,9.447762474336512,0.054749991320206
Garden-City-KS,123210.86393844988,15509.309993683126,283.79961524559866,3372.157852,26.692641314704385,0.1258761565167729
Gardnerville-Ranchos-NV-CA,83360.00570083295,3593.4905228126045,80.59353342742355,3752.440269,28.1296949273305,0.04310808873633148
Gettysburg-PA,151720.34147677114,4454.947908791619,28.224019696253027,1343.400759,158.37612013735657,0.029362891392342966
Gillette-WY,118356.80712577175,7828.917962624755,80.19988227194555,12437.291885,8.020033695623122,0.06614674857108441
Glasgow-KY,101136.86985687373,3951.453361179354,170.6216815944734,2013.005568,58.034365059441306,0.03907035452818886
Glens-Falls-NY,192772.97652409342,10568.875703838668,94.57019603267372,4398.863786,78.30112882699751,0.054825504561930825
Gloversville-NY,120263.27843295322,8584.339329380391,87.94732605895783,1283.234687,93.60033765982512,0.07137955526604209
Goldsboro-NC,255524.62190814345,4072.205508493213,29.580261606681667,1434.651139,152.22425442900652,0.015936646253827933
Granbury-TX,103233.13758758696,3238.849586319735,22.451775526911064,1089.582268,91.88108410002135,0.03137412716504689
Grand-Forks-ND-MN,241703.1803261887,20517.54070496293,1080.3529127667123,8824.671445,28.074812931463196,0.084887342720412845
Grand-Island-NE,206631.605893196,13882.88129067993,143.23190773722692,4151.718097,37.31908004831957,0.06718663018984487
Grand-Junction-CO,419045.08614699054,12093.618137271887,562.6837788467102,8621.348071,35.21980524384282,0.028859944996538506
Grand-Rapids-MN,63616.584190252295,4144.381558403344,206.56144978288515,6909.41489,13.239398915296574,0.06514624466489935
Grand-Rapids-Wyoming-Kentwood-MI,3625523.506089149,32200.139944480194,3.5268179112383486,8397.266551,4739.013613335996,0.00888151459793305
Grants-Pass-OR,154541.25890032563,10985.686850758862,37.16925375957242,4244.080762,39.84829919219148,0.07108578595082038
Great-Bend-KS,71282.73880337783,9416.385870306214,176.38724868797206,2318.705423,23.584022126125852,0.13209910321038348
Great-Falls-MT,241944.56706429203,20013.435229832794,287.36560083874963,6988.32459,30.21253481873543,0.08271909335544045
Greeley-CO,361960.8681232849,11036.759566293009,152.05939648165094,10320.973907,46.09627970063232,0.03049158220753813
Green-Bay-WI,778970.461059717,13313.793121568058,92.25933566485773,4843.347536,150.23699922243202,0.017091525015538945
Greencastle-IN,58805.34375904802,5235.371456166246,97.65612770550774,1244.585887,56.24633922913831,0.0890288385630041
Greeneville-TN,127554.86421271313,3257.0561866300764,129.31670956212525,1611.409727,87.25508953068396,0.02553455100856477
Greenfield-MA,115941.47092096393,6502.781013172733,31.026735263831803,1810.939914,98.38161864049566,0.05608675620137345
Greensboro-High-Point-NC,1345757.8245384707,10051.561718252968,26.75315685934094,5164.175266,297.6467336652938,0.007469071726705481
Greensburg-IN,61888.13760381961,7968.749489294793,44.01282554785089,964.946132,70.65658666218685,0.12876053146577443
Greenville-Anderson-Greer-SC,1229728.959562206,8878.450859861565,51.01919981765113,7017.831645,292.02453174551755,0.007219843682482983
Greenville-MS,113623.89146862709,7562.597347511771,85.94898914423972,1875.077589,53.90720927655437,0.06655816175421077
Greenville-NC,535411.8432181407,10861.839793551477,71.59822531873847,1689.62017,198.44720485314755,0.020286887432794574
Greenville-OH,82931.37909946527,5569.7531886872885,49.199055436658405,1549.077538,58.549877443255525,0.06716098597621419
Greenwood-MS,78090.90400085253,6427.749605547068,283.9813320119404,3166.162826,20.492534201713855,0.08231111789251275
Greenwood-SC,156994.8941707468,4572.818834138809,28.066668914641713,2452.193183,66.53178922894021,0.029127181863414207
Grenada-MS,58010.20841765726,4421.893771087027,77.47732641219592,2147.365932,29.942963628986174,0.07622613142932758
Gulfport-Biloxi-MS,466006.6070600151,5465.275118210879,38.46814422497621,5739.194892,132.23628301208072,0.011727891912714937
Guymon-OK,41597.15985170791,8653.175066075362,292.8397662709055,5286.87357,7.387825618080744,0.20802321833806828
Hagerstown-Martinsburg-MD-WV,446801.1084587394,8352.241672720109,34.59592549018025,2610.718284,236.7927645769688,0.018693422004998024
Hailey-ID,51460.07970457548,5593.222243875098,27.99627317262988,12725.48104,5.801132371181467,0.10869050875911851
Hammond-LA,241109.9917316445,3871.6573330334636,27.28581388449769,2049.124443,126.35967565782435,0.016057639524713764
Hanford-Corcoran-CA,192204.2610742346,10008.492688344446,43.7000907924039,3602.601923,51.661911023745375,0.05207216860025226
Hannibal-MO,11774.533851041646,836.2833190930924,7.263265359662451,2348.36633,8.644647873145074,0.07102474965657428
Harrisburg-Carlisle-PA,1387311.0199303108,18191.132567463093,46.39907797719132,4200.44052,404.5794463481654,0.013112512123184096
Harrison-AR,63922.58372398489,3584.965109114708,155.4474244358635,3653.941625,20.565079498225426,0.05608291937313487
Harrisonburg-VA,328339.4480099993,11053.257254541655,93.46563322805757,2245.85297,145.22602519255747,0.03366411596758559
Hartford-West-Hartford-East-Hartford-CT,1191224.4913810843,12614.111587113206,21.84780570979725,12541.690473,763.2777671087083,0.01058919765197963
Hastings-NE,90647.74119628071,11855.979413211104,181.6553667171398,4430.113664,18.514807118050506,0.13079177988052895
Hattiesburg-MS,338833.5045817661,7314.408072858073,138.2144468246549,4169.604968,82.59720108813914,0.021587027179872605
Hays-KS,103295.47621706594,17628.447321073967,325.31150212082514,2330.762295,23.3016898018766,0.1706604003066834
Heber-UT,160643.5358407253,5979.962309002902,361.5048919909282,7893.229099,27.238332665048116,0.03722504162839088
Helena-MT,218755.4949782268,16473.955899544497,179.18896012131492,16336.963608,11.609060566623747,0.07530762096368909
Hemlock-Farms-PA,32143.47154295978,1041.9736025626519,10.050450506185513,1411.272636,66.27039851426694,0.032416336896593546
Henderson-KY,93119.30099244021,5217.005887595072,102.7752802232755,1990.211949,53.11695573585364,0.056024968314770836
Henderson-NC,103917.56808415103,5244.216455933933,55.967515715777566,653.701481,129.5267067017705,0.050465157649640505
Hereford-TX,41546.931321417505,7717.79231743316,66.60393934946937,3876.75057,6.8777445230374985,0.18576082690021986
Hermiston-Pendleton-OR,80330.49588703254,7518.729974022788,320.09390970265656,13587.023089,13.39026943637808,0.09359745500135161
Hermitage-PA,186919.34508710328,6723.719895266916,34.63859334303789,1741.819732,151.84654022509375,0.03597123610792507
Hickory-Lenoir-Morganton-NC,458606.66761530825,3874.689979908449,42.182823357127425,4246.242558,173.97494135331493,0.008448830454333133
Hillsdale-MI,102966.49034237543,7312.082450286489,5.153448037694125,1549.207166,608.3252909507908,0.07101419525879704
Hilton-Head-Island-Bluffton-Port-Royal-SC,214131.03912470027,3106.844111920402,20.598486271531225,3188.805665,131.45859109604913,0.014509078761398604
Hinesville-GA,99731.07969717076,2971.2120656373454,34.09789405844279,2374.660669,46.40987297204441,0.029792238033111706
Hobbs-NM,137826.26068469553,12022.972981345503,373.5864368266794,11374.066527,13.097171503821995,0.08723281703804184
Holland-MI,183218.1080354083,4977.417437338019,2.72184261154348,2137.395679,1354.5730107186205,0.027166623925491552
Homosassa-Springs-FL,168332.85166236476,2114.3126157323372,5.663920652536638,1507.163436,142.08127326146197,0.012560308904961345
Hood-River-OR,68680.87170767301,10873.257136001015,39.5028337553459,1352.200146,48.27739458031385,0.15831565420836466
Hot-Springs-AR,235433.6951539062,6049.1635579882795,48.79048880195781,1754.999327,142.09002599805555,0.02569370350337431
Houghton-MI,138786.3050106633,11960.400922767241,42.71430090856242,4012.441638,285.66234811861955,0.08617853845052144
Houma-Bayou-Cane-Thibodaux-LA,325765.26111104246,7836.882411580515,65.91972625050423,5950.967002,71.88391396830669,0.02405683891785252
Houston-Pasadena-The-Woodlands-TX,6615420.3706861455,26354.538559665707,41.75596035714749,22890.349721,602.0722255438711,0.003983804064280837
Hudson-NY,100155.92702197559,4165.675100705938,54.608011241416655,1643.770717,93.56213637914563,0.04159189799912622
Huntingdon-PA,44961.95258052792,4126.922768112843,37.862980428818375,2265.337347,37.74779951129283,0.09178700059169866
Huntington-Ashland-WV-KY-OH,379863.56496363686,7776.615412220348,42.57997186671858,7551.166688,104.53103905842424,0.020472127704495108
Huntington-IN,76101.15833267366,6506.9568313784885,70.72599284742611,991.062905,62.78027326630694,0.08550404453679332
Huntsville-AL,1009114.7849287402,8551.694097504977,34.26421065675746,3526.435226,235.9957993455003,0.008474451296547858
Huntsville-TX,171337.37552719613,21994.531071698755,1080.1644493513377,2031.126325,89.55617273091077,0.12836972087393503
Huron-SD,48179.0797593583,11621.91472358191,636.9623409873733,3260.011987,12.539892541198807,0.24122326083499904
Hutchinson-KS,169192.4596200273,12222.90565455357,221.84862274014392,3251.231984,35.76791830674855,0.07224261460589787
Hutchinson-MN,77511.29474427465,8194.730227597614,194.29235664456087,1273.004835,61.92301696953099,0.10572304661705983
Idaho-Falls-ID,412308.83371311903,15739.735536457874,475.8020523710346,13457.961751,21.716921581998335,0.03817462603144091
Indiana-PA,145928.62440566538,9284.888933782922,69.94351572071268,2142.965919,91.01180670713224,0.06362623489118874
Indianapolis-Carmel-Greenwood-IN,2986615.5344302985,19037.05434832534,46.674012527868626,10584.138249,430.7451105365848,0.0063741228587551315
Iowa-City-IA,534075.488223274,26795.299215694646,121.44057141980294,3060.914331,144.00827737507822,0.05017137053946329
Iron-Mountain-MI-WI,153308.35826339002,10623.655105993497,14.213359795125106,3235.077589,297.06678543591494,0.0692959942062756
Ithaca-NY,295889.2370860945,21461.480248166154,90.61030781062179,1229.316849,229.89711743550666,0.07253214229594142
Jackson-MI,634860.5118764599,19937.20646593171,3.151131440672382,1817.904856,2493.0882851440056,0.03140407395477036
Jackson-MS,954138.1830946394,6920.384209099077,109.6251556625357,15577.209817,84.91943137058921,0.007253020926857358
Jackson-TN,317226.30253202794,5463.319398862149,143.8743991439662,4431.944974,87.19140293189028,0.01722215136404258
Jackson-WY-ID,65650.45921611914,9743.748098934533,14.360585477473071,11514.93003,10.89388295657755,0.1484185825244335
Jacksonville-FL,2247805.363281674,11392.82703881001,27.83359712325499,8292.632119,439.41003865964456,0.005068422393199159
Jacksonville-IL,77888.80238200292,8397.809893710506,455.54719989827834,2123.137845,40.60146174823613,0.1078179357865042
Jacksonville-NC,253231.19875036372,3804.3019392249275,24.354366543087703,1973.791553,154.91808115970795,0.015023038069551702
Jacksonville-TX,60554.358401875434,3234.7687103110284,80.39299539608757,2727.141726,30.630457963958417,0.053419254958382054
Jamestown-Dunkirk-NY,145108.77315089718,10306.548091460916,78.20656250900643,2746.45415,103.15304189585689,0.07102636089923549
Jamestown-ND,63336.67838476421,10961.959531730323,891.3110744344084,5754.70348,6.537226484517322,0.1730744303504121
Janesville-Beloit-WI,344614.3733484814,11898.242225492031,40.41266555690383,1860.0449840000001,162.54967089548626,0.03452625063163072
Jasper-IN,120616.6185683565,6925.999283646699,60.551236630303976,1106.616355,101.67362834611278,0.057421600488008706
Jefferson-City-MO,30608.459302331743,650.3216928054165,8.221243889561274,5821.580093,12.954713118296352,0.021246469362666526
Jefferson-GA,122192.44013691183,1485.3612509083882,23.140005236108582,879.711035,144.3201175713341,0.012155917741262056
Jesup-GA,51122.69490236854,2810.988817664789,123.06898606205976,1662.28707,26.314046947378348,0.054985145502072404
Johnson-City-TN,448066.0274352542,7085.778883769659,150.14231060834229,2211.513956,200.29184025642206,0.01581413999255625
Johnstown-PA,212931.8457338088,5891.366149409803,25.808782252308838,1780.643391,160.870167181049,0.02766784897349146
Jonesboro-AR,301209.46335035766,7633.128919906574,141.144528381643,3795.512495,76.55537964445563,0.025341597289152737
Joplin-MO-KS,62420.41466393243,1327.6082631319157,7.784326401654929,4793.62086,25.726669588967034,0.02126881518297619
Kalamazoo-Portage-MI,1426454.4569670276,25720.81467555525,2.3168381970194294,1455.45698,6795.882555044671,0.018031290483850188
Kalispell-MT,225129.25592555912,9142.254516347446,95.0914865453643,13175.845388,19.558221306596284,0.04060891366056133
Kankakee-IL,248748.9243512654,10817.322027256403,133.56154885966401,1752.101352,131.02392720486867,0.04348690976440548
Kansas-City-MO-KS,1939625.1157539496,8629.973969575332,79.18568076851601,18794.256913,133.7619737581162,0.004449299970123755
Kearney-NE,161890.5354362244,14442.685067750495,181.36738715241307,3844.742661,30.962540408110815,0.08921265859572183
Keene-NH,121146.74634087796,7746.839861674804,56.7042036466648,1830.36725,116.160513689261,0.0639459176218984
Kendallville-IN,70195.38213039842,3329.6463821183224,48.93101632416309,1064.08574,81.82188401472234,0.04743398042812854
Kennett-MO,6990.451820011311,783.1304741593292,11.825062863180916,1403.538813,10.719261812106367,0.11202859190267075
Kennewick-Richland-WA,703706.8862354386,13764.64196756213,60.07124399733387,7619.028337,61.230340584832504,0.019560192228894723
Kenosha-WI,395189.2828768169,15003.365678255777,14.423608871366225,704.054452,469.091558276234,0.03796501152318046
Kerrville-TX,119525.05943327963,5607.670498704879,37.063953648863446,2857.617603,39.10495228006894,0.046916274505892634
Key-West-Key-Largo-FL,89653.75989654804,13249.066654821834,127.93114888852737,2546.067521,95.05388133027444,0.14778037942981984
Kill-Devil-Hills-NC,83967.71083332725,3586.586355960967,21.11648195390862,992.558307,112.48125093773459,0.04271387561202194
Killeen-Temple-TX,555720.414490122,8765.760343347172,81.04973181975761,7300.157414,88.78382523053907,0.01577368783795684
Kingsland-GA,77387.33152926537,1831.6155762379485,59.63000714831822,1632.622505,45.55082376498295,0.023668157824324142
Kingsport-Bristol-TN-VA,335981.6863367945,4940.447269625897,42.680059770607535,5206.983779,112.93780141426478,0.01470451358075957
Kingston-NY,207927.77301633076,6854.323304957587,18.58743694689156,2911.757764,146.77460648817902,0.03296492433658319
Kingsville-TX,73149.08239172437,10842.676187172094,261.01932520552026,2282.572444,20.913246423122068,0.14822709776601062
Kinston-NC,137328.21827164083,5048.656463973932,22.37878686843698,1033.630014,117.46630646892187,0.03676343090673093
Kirksville-MO,9950.82735183373,1399.2828962308306,11.03069610276802,2265.278463,6.593317441521095,0.14061975419289854
Kiryas-Joel-Poughkeepsie-Newburgh-NY,609737.2300636476,10163.679687370664,28.47940927627583,4163.866583,380.54593450935266,0.016668950469548537
Klamath-Falls-OR,119358.32872010973,7153.166905571893,362.51180683384246,15410.373389,6.879087048965988,0.059930186542287885
Knoxville-TN,1181955.7282536833,9446.277594326612,46.86207399893086,9067.379508,185.2821974108112,0.007992073957188992
Kokomo-IN,254010.47665823138,11607.55657506801,62.24101588409756,759.058596,219.39030909808707,0.04569715677785159
La-Crosse-Onalaska-WI-MN,371067.1874465095,19066.56761498968,124.4236484807674,4650.277937,85.96746375505943,0.0513830601573689
La-Grande-OR,56070.45860763051,10663.49027394723,1115.1981707358575,5275.651494,10.628450356087907,0.19018018647873264
Laconia-NH,127087.64956663725,5329.970071750234,12.925015257225844,1040.779615,178.8283487854439,0.041939323686645984
Lafayette-LA,741758.805318803,9526.6907901387,104.11961986207372,7343.02103,120.75683787058418,0.012843380788778358
Lafayette-West-Lafayette-IN,511121.6771660977,20375.77279633722,385.8088549356136,4253.381259,114.49298107701095,0.039864818313537824
LaGrange-GA-AL,177757.1221656239,3805.0973099540934,55.62319829213799,2617.363818,75.29434717661401,0.021406159503464067
Lake-Charles-LA,451095.8731554152,10287.307235283595,45.69467979445232,7770.590089,74.30171883822811,0.022805145973346843
Lake-City-FL,136850.21582272567,3893.1385082177053,27.26808691844006,2065.197126,60.00613618905452,0.028448172221086126
Lake-Havasu-City-Kingman-AZ,119110.0661484869,4883.002569141632,404.3847484974942,34530.024782,8.95914792859531,0.040995717045898585
Lake-of-the-Woods-VA,37030.64891835084,2325.9993196426817,41.2885482354228,883.388069,72.71277737847737,0.06281281553480997
Lakeland-Winter-Haven-FL,824877.5560044113,7554.770507543775,22.84817484988668,4656.518803,269.6381896259252,0.009158656884953932
Lancaster-PA,1073844.4746551048,18847.619247538074,23.913181214582995,2444.751632,544.7689992584081,0.01755153534089889
Lansing-East-Lansing-MI,2425412.0086296457,36598.75886297017,4.680544001277079,4396.871425,3228.887117161949,0.015089707947660578
Laramie-WY,111341.05308299883,21224.36190778585,982.2860597351248,11070.455491,6.741348633818377,0.19062476346405866
Laredo-TX,666290.9851676626,19833.502706611594,260.04714284137486,8706.187276,53.403101180889415,0.029767028442716777
Las-Cruces-NM,380221.46019751724,11372.187921212144,208.10881957120762,9863.163868,31.167483792635696,0.029909379431935605
Las-Vegas-Henderson-North-Las-Vegas-NV,5899400.578228337,32554.711399622298,160.3121243081768,20439.308565,226.44368743106747,0.005518308337929289
Las-Vegas-NM,35134.15166785014,6481.4783306842955,651.1432434792068,17217.628895,3.3557175818081775,0.18447800851885196
Laurel-MS,119502.49750570866,3634.2931352037554,60.15032583832984,3551.275209,38.96574944383591,0.030411859258674862
Laurinburg-NC,84017.33952307579,4617.41229779498,35.56485458577511,826.569986,69.66633313007812,0.05495784946304785
Lawrence-KS,364220.2738465689,20647.27473540623,156.74850069511515,1180.428103,257.70574186338223,0.056688977023020094
Lawrenceburg-TN,62463.00833189782,3227.9573908675807,61.470681344439996,1598.359119,38.08699764423842,0.051677904684254025
Lawton-OK,239265.53069337684,9743.80148809113,147.5807373223217,4408.054159,43.6559518233451,0.040723799453494997
Le-Mars-IA,47902.14184192407,6599.890305876332,254.89237224479697,2234.715257,26.13818463763234,0.13777860555078753
Lebanon-Claremont-NH-VT,117088.85073196607,3622.6410296288386,35.006781990901274,10107.756528,59.57819604496908,0.030939248331351435
Lebanon-MO,12019.682222541458,540.4905300189813,4.878625824360889,1980.386265,9.403468570309439,0.044967123091270815
Lebanon-PA,304603.93006597616,12585.343092863837,17.785648429083967,937.148912,316.5002874164357,0.04131707391345179
Lewisburg-PA,104250.40760967378,7096.347488499503,99.82854635303242,818.313044,116.36536982783328,0.06807021335656635
Lewisburg-TN,48650.52817860613,2443.1577646650567,44.09661291909073,972.442319,49.90794729080481,0.05021852498077144
Lewiston-Auburn-ME,277161.70747360535,17955.037063830325,27.616067490538363,1211.993472,259.0013950174147,0.0647818099675267
Lewiston-ID-WA,181103.54705350977,12062.271430396255,453.36460202736976,3844.56774,38.129097967200856,0.06660428040557524
Lewistown-PA,82731.46103923084,5950.506573642087,18.241686385732823,1064.602254,89.88511872904601,0.07192555889736296
Lexington-Fayette-KY,1493900.0799126262,21634.27779300543,80.39519742987896,3807.095598,345.127477410931,0.01448174351411157
Lexington-NE,52778.50251130713,6597.414024982834,124.50599396762703,3810.426007,9.960802264700687,0.12500191765708815
Lexington-Park-MD,183773.29912352862,2570.1787468363004,15.066238196891433,1480.968482,251.66214172004237,0.013985593985058076
Liberal-KS,63489.8342082778,11737.312052032472,172.8466435728818,1656.693305,17.016366224767232,0.18486915580104257
Lima-OH,285142.8184649752,11480.841905829784,33.520716028277235,1042.587389,243.00629632879628,0.04026347907913382
Lincoln-IL,53463.97340177894,6347.838492440136,134.51723288522834,1600.748259,30.058380341490036,0.11873113965429515
Lincoln-NE,1148769.470282824,30098.60762300161,98.85618378134728,3649.268662,225.48320669518301,0.026200737747314448
